Date,Commodity,Wholesale,Retail,Landing
6/1/2024,Karlang,20,30,27
6/1/2024,Cassava,18,35,16
5/31/2024,Gabi (bisol),40,40,45
5/31/2024,Kamote,25,30,30
5/31/2024,Karlang,28,40,16
5/31/2024,Cassava,18,18,18
5/30/2024,Gabi (bisol),40,40,45
5/30/2024,Kamote,25,30,30
5/30/2024,Karlang,28,40,16
5/30/2024,Cassava,18,18,18
5/29/2024,Gabi (bisol),40,40,45
5/29/2024,Kamote,25,30,30
5/29/2024,Karlang,28,40,16
5/29/2024,Cassava,18,18,18
5/28/2024,Gabi (bisol),40,50,45
5/28/2024,Kamote,25,30,30
5/28/2024,Karlang,28,40,16
5/28/2024,Cassava,18,20,18
5/27/2024,Gabi (bisol),40,65,45
5/27/2024,Kamote,22,25,30
5/27/2024,Karlang,12,30,16
5/27/2024,Cassava,18,18,18
5/24/2024,Gabi (bisol),40,50,45
5/24/2024,Kamote,22,30,30
5/24/2024,Karlang,12,27,16
5/24/2024,Cassava,18,18,18
5/22/2024,Gabi (bisol),40,60,45
5/22/2024,Kamote,22,25,34
5/22/2024,Karlang,12,30,16
5/22/2024,Cassava,18,25,18
5/21/2024,Gabi (bisol),40,60,45
5/21/2024,Kamote,22,25,34
5/21/2024,Karlang,12,35,16
5/21/2024,Cassava,18,18,18
5/20/2024,Gabi (bisol),40,60,45
5/20/2024,Kamote,22,35,34
5/20/2024,Karlang,12,40,16
5/20/2024,Cassava,18,20,18
5/19/2024,Gabi (bisol),40,60,45
5/19/2024,Kamote,22,35,34
5/19/2024,Karlang,12,40,16
5/19/2024,Cassava,18,20,18
5/18/2024,Gabi (bisol),40,60,45
5/18/2024,Kamote,22,35,34
5/18/2024,Karlang,12,40,16
5/18/2024,Cassava,18,20,18
5/17/2024,Gabi (bisol),40,60,45
5/17/2024,Kamote,22,35,34
5/17/2024,Karlang,12,40,16
5/17/2024,Cassava,18,20,18
5/16/2024,Gabi (bisol),40,60,45
5/16/2024,Kamote,22,35,34
5/16/2024,Karlang,12,40,16
5/16/2024,Cassava,18,20,18
5/15/2024,Gabi (bisol),40,60,45
5/15/2024,Kamote,22,35,34
5/15/2024,Karlang,12,40,16
5/15/2024,Cassava,18,20,18
5/14/2024,Gabi (bisol),40,60,45
5/14/2024,Kamote,22,35,34
5/14/2024,Karlang,12,40,16
5/14/2024,Cassava,18,20,18
5/13/2024,Gabi (bisol),40,60,45
5/13/2024,Kamote,22,35,34
5/13/2024,Karlang,12,40,16
5/13/2024,Cassava,18,20,18
5/12/2024,Gabi (bisol),40,60,45
5/12/2024,Kamote,22,35,34
5/12/2024,Karlang,12,40,16
5/12/2024,Cassava,18,20,18
5/11/2024,Gabi (bisol),40,60,45
5/11/2024,Kamote,22,35,34
5/11/2024,Karlang,12,40,16
5/11/2024,Cassava,18,20,18
5/10/2024,Gabi (bisol),40,40,45
5/10/2024,Kamote,22,25,34
5/10/2024,Karlang,12,30,16
5/10/2024,Cassava,18,18,18
5/9/2024,Gabi (bisol),40,50,45
5/9/2024,Kamote,22,25,27
5/9/2024,Karlang,12,35,19
5/9/2024,Cassava,18,18,18
5/8/2024,Gabi (bisol),40,50,45
5/8/2024,Kamote,22,25,27
5/8/2024,Karlang,12,35,19
5/8/2024,Cassava,18,18,18
5/7/2024,Gabi (bisol),40,60,45
5/7/2024,Kamote,22,35,26
5/7/2024,Karlang,12,45,18
5/7/2024,Cassava,18,18,18
5/6/2024,Gabi (bisol),40,55,45
5/6/2024,Kamote,22,30,26
5/6/2024,Karlang,12,35,18
5/6/2024,Cassava,18,25,18
5/5/2024,Gabi (bisol),40,55,45
5/5/2024,Kamote,22,30,25
5/5/2024,Karlang,12,35,14
5/5/2024,Cassava,18,25,18
5/4/2024,Gabi (bisol),40,55,45
5/4/2024,Kamote,22,30,25
5/4/2024,Karlang,12,35,14
5/4/2024,Cassava,18,25,18
5/3/2024,Gabi (bisol),40,40,45
5/3/2024,Kamote,25,25,25
5/3/2024,Karlang,12,25,14
5/3/2024,Cassava,18,25,18
5/2/2024,Gabi (bisol),40,60,45
5/2/2024,Kamote,25,40,25
5/2/2024,Karlang,12,45,14
5/2/2024,Cassava,18,18,18
5/1/2024,Gabi (bisol),40,60,45
5/1/2024,Kamote,25,40,28
5/1/2024,Karlang,12,45,14
5/1/2024,Cassava,18,18,18
4/30/2024,Gabi (bisol),40,60,45
4/30/2024,Kamote,25,35,28
4/30/2024,Karlang,12,40,14
4/30/2024,Cassava,18,18,18
4/29/2024,Gabi (bisol),40,40,45
4/29/2024,Kamote,25,35,23
4/29/2024,Karlang,12,20,14
4/29/2024,Cassava,18,18,18
4/28/2024,Gabi (bisol),40,40,45
4/28/2024,Kamote,25,35,23
4/28/2024,Karlang,12,20,14
4/28/2024,Cassava,18,18,18
4/27/2024,Gabi (bisol),40,40,45
4/27/2024,Kamote,25,35,23
4/27/2024,Karlang,12,20,15
4/27/2024,Cassava,18,18,18
4/26/2024,Gabi (bisol),40,50,45
4/26/2024,Kamote,25,25,23
4/26/2024,Karlang,12,40,15
4/26/2024,Cassava,18,18,18
4/25/2024,Gabi (bisol),40,55,45
4/25/2024,Kamote,25,30,23
4/25/2024,Karlang,12,40,15
4/25/2024,Cassava,18,18,18
4/24/2024,Gabi (bisol),40,50,45
4/24/2024,Kamote,25,25,25
4/24/2024,Karlang,12,40,15
4/24/2024,Cassava,18,18,18
4/23/2024,Gabi (bisol),40,60,45
4/23/2024,Kamote,25,35,23
4/23/2024,Karlang,12,50,14
4/23/2024,Cassava,18,18,18
4/22/2024,Gabi (bisol),40,60,45
4/22/2024,Kamote,25,30,23
4/22/2024,Karlang,12,45,14
4/22/2024,Cassava,18,18,18
4/21/2024,Gabi (bisol),40,60,45
4/21/2024,Kamote,25,30,20
4/21/2024,Karlang,12,45,14
4/21/2024,Cassava,18,18,18
4/20/2024,Gabi (bisol),40,60,45
4/20/2024,Kamote,25,30,20
4/20/2024,Karlang,12,45,14
4/20/2024,Cassava,18,18,18
4/19/2024,Gabi (bisol),40,50,45
4/19/2024,Kamote,20,25,20
4/19/2024,Karlang,12,40,14
4/19/2024,Cassava,18,18,18
4/18/2024,Gabi (bisol),40,60,45
4/18/2024,Kamote,20,30,20
4/18/2024,Karlang,12,40,14
4/18/2024,Cassava,18,18,18
4/17/2024,Gabi (bisol),40,50,45
4/17/2024,Kamote,20,25,21
4/17/2024,Karlang,12,40,13
4/17/2024,Cassava,18,18,18
4/16/2024,Gabi (bisol),40,60,45
4/16/2024,Kamote,20,35,21
4/16/2024,Karlang,12,40,13
4/16/2024,Cassava,18,18,18
4/15/2024,Gabi (bisol),40,55,45
4/15/2024,Kamote,20,35,21
4/15/2024,Karlang,12,35,14
4/15/2024,Cassava,18,18,18
4/14/2024,Gabi (bisol),40,60,45
4/14/2024,Kamote,20,35,21
4/14/2024,Karlang,12,35,14
4/14/2024,Cassava,18,18,18
4/13/2024,Gabi (bisol),40,60,45
4/13/2024,Kamote,20,35,21
4/13/2024,Karlang,12,35,14
4/13/2024,Cassava,18,18,18
4/12/2024,Gabi (bisol),40,60,45
4/12/2024,Kamote,22,30,21
4/12/2024,Karlang,27,40,14
4/12/2024,Cassava,18,18,18
4/11/2024,Gabi (bisol),40,50,45
4/11/2024,Kamote,22,35,16
4/11/2024,Karlang,27,40,14
4/11/2024,Cassava,18,18,18
4/10/2024,Gabi (bisol),40,50,45
4/10/2024,Kamote,22,35,16
4/10/2024,Karlang,27,40,14
4/10/2024,Cassava,18,18,18
4/9/2024,Gabi (bisol),40,50,45
4/9/2024,Kamote,22,35,16
4/9/2024,Karlang,27,40,12
4/9/2024,Cassava,18,18,18
4/8/2024,Gabi (bisol),40,60,45
4/8/2024,Kamote,20,35,16
4/8/2024,Karlang,18,30,12
4/8/2024,Cassava,18,18,18
4/7/2024,Gabi (bisol),40,60,45
4/7/2024,Kamote,20,35,16
4/7/2024,Karlang,18,30,12
4/7/2024,Cassava,18,18,18
4/6/2024,Gabi (bisol),40,60,45
4/6/2024,Kamote,20,35,16
4/6/2024,Karlang,18,30,12
4/6/2024,Cassava,18,18,18
4/5/2024,Gabi (bisol),40,40,45
4/5/2024,Kamote,30,25,16
4/5/2024,Karlang,30,25,12
4/5/2024,Cassava,18,18,18
4/4/2024,Gabi (bisol),40,70,45
4/4/2024,Kamote,30,35,16
4/4/2024,Karlang,30,40,12
4/4/2024,Cassava,18,18,18
4/3/2024,Gabi (bisol),40,40,45
4/3/2024,Kamote,30,25,16
4/3/2024,Karlang,30,25,12
4/3/2024,Cassava,18,18,18
4/2/2024,Gabi (bisol),40,65,45
4/2/2024,Kamote,30,40,16
4/2/2024,Karlang,30,40,12
4/2/2024,Cassava,18,18,18
4/1/2024,Gabi (bisol),40,65,45
4/1/2024,Kamote,30,40,20
4/1/2024,Karlang,30,40,13
4/1/2024,Cassava,18,18,18
3/31/2024,Gabi (bisol),40,60,45
3/31/2024,Kamote,18,25,20
3/31/2024,Karlang,18,40,13
3/31/2024,Cassava,18,18,18
3/30/2024,Gabi (bisol),40,60,45
3/30/2024,Kamote,18,25,20
3/30/2024,Karlang,18,40,15
3/30/2024,Cassava,18,18,18
3/29/2024,Gabi (bisol),40,60,45
3/29/2024,Kamote,18,25,20
3/29/2024,Karlang,18,40,15
3/29/2024,Cassava,18,18,18
3/28/2024,Gabi (bisol),40,60,45
3/28/2024,Kamote,18,25,20
3/28/2024,Karlang,18,40,15
3/28/2024,Cassava,18,18,18
3/27/2024,Gabi (bisol),40,60,45
3/27/2024,Kamote,18,25,20
3/27/2024,Karlang,18,40,15
3/27/2024,Cassava,18,18,18
3/26/2024,Gabi (bisol),40,60,45
3/26/2024,Kamote,18,40,20
3/26/2024,Karlang,18,40,15
3/26/2024,Cassava,18,18,18
3/25/2024,Gabi (bisol),40,60,16
3/25/2024,Kamote,18,40,22
3/25/2024,Karlang,18,40,13
3/25/2024,Cassava,18,18,18
3/24/2024,Gabi (bisol),40,60,16
3/24/2024,Kamote,18,40,22
3/24/2024,Karlang,18,40,13
3/24/2024,Cassava,18,18,18
3/23/2024,Gabi (bisol),40,60,16
3/23/2024,Kamote,18,40,22
3/23/2024,Karlang,18,40,13
3/23/2024,Cassava,18,18,18
3/22/2024,Gabi (bisol),40,60,16
3/22/2024,Kamote,18,40,22
3/22/2024,Karlang,18,40,13
3/22/2024,Cassava,18,18,18
3/21/2024,Gabi (bisol),40,60,16
3/21/2024,Kamote,20,40,22
3/21/2024,Karlang,18,45,13
3/21/2024,Cassava,18,18,18
3/20/2024,Gabi (bisol),40,55,16
3/20/2024,Kamote,20,25,20
3/20/2024,Karlang,18,40,14
3/20/2024,Cassava,18,18,18
3/19/2024,Gabi (bisol),40,70,16
3/19/2024,Kamote,20,35,20
3/19/2024,Karlang,18,40,14
3/19/2024,Cassava,18,18,18
3/18/2024,Gabi (bisol),40,65,16
3/18/2024,Kamote,20,40,20
3/18/2024,Karlang,18,25,14
3/18/2024,Cassava,18,18,18
3/17/2024,Gabi (bisol),40,60,16
3/17/2024,Kamote,20,35,20
3/17/2024,Karlang,18,40,14
3/17/2024,Cassava,18,18,18
3/16/2024,Gabi (bisol),40,60,16
3/16/2024,Kamote,20,35,20
3/16/2024,Karlang,18,40,14
3/16/2024,Cassava,18,18,18
3/15/2024,Gabi (bisol),40,60,16
3/15/2024,Kamote,20,35,20
3/15/2024,Karlang,18,50,14
3/15/2024,Cassava,18,18,18
3/14/2024,Gabi (bisol),40,60,16
3/14/2024,Kamote,20,35,20
3/14/2024,Karlang,18,40,14
3/14/2024,Cassava,18,18,18
3/13/2024,Gabi (bisol),40,65,16
3/13/2024,Kamote,20,35,20
3/13/2024,Karlang,18,45,14
3/13/2024,Cassava,18,18,18
3/12/2024,Gabi (bisol),40,60,16
3/12/2024,Kamote,20,30,20
3/12/2024,Karlang,18,30,14
3/12/2024,Cassava,18,20,18
3/11/2024,Gabi (bisol),40,40,16
3/11/2024,Kamote,20,40,20
3/11/2024,Karlang,18,30,12
3/11/2024,Cassava,18,18,20
3/10/2024,Gabi (bisol),40,40,16
3/10/2024,Kamote,20,40,20
3/10/2024,Karlang,18,30,12
3/10/2024,Cassava,18,18,20
3/9/2024,Gabi (bisol),40,40,16
3/9/2024,Kamote,20,40,20
3/9/2024,Karlang,18,30,12
3/9/2024,Cassava,18,18,20
3/8/2024,Gabi (bisol),40,40,16
3/8/2024,Kamote,20,40,20
3/8/2024,Karlang,18,30,12
3/8/2024,Cassava,18,18,20
3/7/2024,Gabi (bisol),40,60,16
3/7/2024,Kamote,20,30,20
3/7/2024,Karlang,18,30,12
3/7/2024,Cassava,18,20,20
3/6/2024,Gabi (bisol),40,60,16
3/6/2024,Kamote,20,35,20
3/6/2024,Karlang,18,45,12
3/6/2024,Cassava,18,18,19
3/5/2024,Gabi (bisol),40,60,16
3/5/2024,Kamote,20,40,20
3/5/2024,Karlang,18,45,12
3/5/2024,Cassava,18,18,19
3/4/2024,Gabi (bisol),40,60,16
3/4/2024,Kamote,20,40,20
3/4/2024,Karlang,18,45,12
3/4/2024,Cassava,18,18,19
3/3/2024,Gabi (bisol),40,60,16
3/3/2024,Kamote,20,40,20
3/3/2024,Karlang,18,45,12
3/3/2024,Cassava,18,18,19
3/2/2024,Gabi (bisol),40,60,16
3/2/2024,Kamote,20,40,20
3/2/2024,Karlang,18,45,12
3/2/2024,Cassava,18,18,19
3/1/2024,Gabi (bisol),40,55,16
3/1/2024,Kamote,20,40,20
3/1/2024,Karlang,18,45,12
3/1/2024,Cassava,18,18,19
2/29/2024,Gabi (bisol),40,60,16
2/29/2024,Kamote,20,30,18
2/29/2024,Karlang,18,25,12
2/29/2024,Cassava,18,18,20
2/28/2024,Gabi (bisol),40,70,16
2/28/2024,Kamote,26,35,18
2/28/2024,Karlang,28,50,12
2/28/2024,Cassava,18,18,20
2/27/2024,Gabi (bisol),40,65,16
2/27/2024,Kamote,26,35,18
2/27/2024,Karlang,28,50,12
2/27/2024,Cassava,18,18,20
2/26/2024,Gabi (bisol),40,65,16
2/26/2024,Kamote,26,35,18
2/26/2024,Karlang,28,50,12
2/26/2024,Cassava,18,18,20
2/25/2024,Gabi (bisol),40,65,16
2/25/2024,Kamote,26,35,18
2/25/2024,Karlang,28,50,12
2/25/2024,Cassava,18,18,20
2/24/2024,Gabi (bisol),40,65,16
2/24/2024,Kamote,26,35,18
2/24/2024,Karlang,28,50,12
2/24/2024,Cassava,18,80,20
2/23/2024,Gabi (bisol),40,35,16
2/23/2024,Kamote,26,50,17
2/23/2024,Karlang,28,18,22
2/23/2024,Cassava,18,18,20
2/22/2024,Gabi (bisol),40,50,16
2/22/2024,Kamote,26,35,17
2/22/2024,Karlang,28,35,22
2/22/2024,Cassava,18,18,20
2/21/2024,Gabi (bisol),40,65,16
2/21/2024,Kamote,26,35,17
2/21/2024,Karlang,28,50,22
2/21/2024,Cassava,18,18,20
2/20/2024,Gabi (bisol),40,65,16
2/20/2024,Kamote,26,35,17
2/20/2024,Karlang,28,35,22
2/20/2024,Cassava,18,80,20
2/19/2024,Gabi (bisol),40,35,16
2/19/2024,Kamote,35,50,20
2/19/2024,Karlang,22,18,14
2/19/2024,Cassava,18,80,20
2/18/2024,Gabi (bisol),30,35,16
2/18/2024,Kamote,25,50,20
2/18/2024,Karlang,22,18,14
2/18/2024,Cassava,18,80,20
2/17/2024,Gabi (bisol),30,35,16
2/17/2024,Kamote,25,50,20
2/17/2024,Karlang,22,18,14
2/17/2024,Cassava,18,80,20
2/16/2024,Gabi (bisol),30,35,16
2/16/2024,Kamote,25,50,20
2/16/2024,Karlang,22,18,14
2/16/2024,Cassava,18,35,20
2/15/2024,Gabi (bisol),30,50,16
2/15/2024,Kamote,25,30,20
2/15/2024,Karlang,22,40,14
2/15/2024,Cassava,18,35,20
2/14/2024,Gabi (bisol),30,50,16
2/14/2024,Kamote,25,18,20
2/14/2024,Karlang,22,35,14
2/14/2024,Cassava,18,47,20
2/13/2024,Gabi (bisol),30,50,16
2/13/2024,Kamote,25,30,17
2/13/2024,Karlang,22,20,14
2/13/2024,Cassava,18,35,20
2/12/2024,Gabi (bisol),30,50,16
2/12/2024,Kamote,25,30,17
2/12/2024,Karlang,28,35,14
2/12/2024,Cassava,18,18,20
2/11/2024,Gabi (bisol),30,18,16
2/11/2024,Kamote,20,40,16
2/11/2024,Karlang,25,45,19
2/11/2024,Cassava,18,20,20
2/10/2024,Gabi (bisol),30,35,16
2/10/2024,Kamote,20,40,16
2/10/2024,Karlang,25,45,19
2/10/2024,Cassava,18,20,20
2/9/2024,Gabi (bisol),30,35,16
2/9/2024,Kamote,20,40,16
2/9/2024,Karlang,25,45,19
2/9/2024,Cassava,18,20,20
2/8/2024,Gabi (bisol),30,47,16
2/8/2024,Kamote,20,40,16
2/8/2024,Karlang,25,45,19
2/8/2024,Cassava,18,20,20
2/7/2024,Gabi (bisol),30,35,16
2/7/2024,Kamote,17,47,16
2/7/2024,Karlang,16,25,19
2/7/2024,Cassava,18,18,20
2/6/2024,Gabi (bisol),30,35,16
2/6/2024,Kamote,17,40,19
2/6/2024,Karlang,16,50,19
2/6/2024,Cassava,18,18,20
2/5/2024,Gabi (bisol),30,35,16
2/5/2024,Kamote,17,40,19
2/5/2024,Karlang,16,60,19
2/5/2024,Cassava,18,35,20
2/4/2024,Gabi (bisol),30,50,16
2/4/2024,Kamote,17,18,19
2/4/2024,Karlang,16,60,19
2/4/2024,Cassava,18,35,20
2/3/2024,Gabi (bisol),30,50,16
2/3/2024,Kamote,17,18,19
2/3/2024,Karlang,16,60,19
2/3/2024,Cassava,18,35,20
2/2/2024,Gabi (bisol),30,50,16
2/2/2024,Kamote,17,18,19
2/2/2024,Karlang,16,60,19
2/2/2024,Cassava,18,35,20
2/1/2024,Gabi (bisol),30,50,16
2/1/2024,Kamote,17,40,19
2/1/2024,Karlang,16,20,19
2/1/2024,Cassava,18,18,20
1/31/2024,Gabi (bisol),30,30,16
1/31/2024,Kamote,17,25,19
1/31/2024,Karlang,16,40,19
1/31/2024,Cassava,18,20,20
1/30/2024,Gabi (bisol),30,30,20
1/30/2024,Kamote,17,25,17
1/30/2024,Karlang,16,40,14
1/30/2024,Cassava,18,20,20
1/29/2024,Gabi (bisol),30,30,20
1/29/2024,Kamote,17,25,17
1/29/2024,Karlang,16,40,14
1/29/2024,Cassava,18,20,20
1/28/2024,Gabi (bisol),30,30,20
1/28/2024,Kamote,17,25,17
1/28/2024,Karlang,16,40,14
1/28/2024,Cassava,18,20,20
1/27/2024,Gabi (bisol),30,30,20
1/27/2024,Kamote,17,25,17
1/27/2024,Karlang,16,40,14
1/27/2024,Cassava,18,20,20
1/26/2024,Gabi (bisol),30,60,20
1/26/2024,Kamote,17,35,17
1/26/2024,Karlang,16,50,14
1/26/2024,Cassava,18,18,20
1/25/2024,Gabi (bisol),30,40,20
1/25/2024,Kamote,17,30,17
1/25/2024,Karlang,16,50,14
1/25/2024,Cassava,18,18,20
1/24/2024,Gabi (bisol),30,60,20
1/24/2024,Kamote,17,35,17
1/24/2024,Karlang,16,50,14
1/24/2024,Cassava,18,18,20
1/23/2024,Gabi (bisol),30,60,20
1/23/2024,Kamote,17,35,17
1/23/2024,Karlang,16,50,14
1/23/2024,Cassava,18,18,20
1/22/2024,Gabi (bisol),30,60,20
1/22/2024,Kamote,17,35,17
1/22/2024,Karlang,16,50,14
1/22/2024,Cassava,18,18,20
1/21/2024,Gabi (bisol),30,60,20
1/21/2024,Kamote,17,35,17
1/21/2024,Karlang,16,50,14
1/21/2024,Cassava,18,18,20
1/20/2024,Gabi (bisol),30,60,20
1/20/2024,Kamote,17,35,17
1/20/2024,Karlang,16,50,14
1/20/2024,Cassava,18,18,20
1/19/2024,Gabi (bisol),30,60,20
1/19/2024,Kamote,17,35,17
1/19/2024,Karlang,16,50,14
1/19/2024,Cassava,18,18,20
1/18/2024,Gabi (bisol),30,60,20
1/18/2024,Kamote,17,35,17
1/18/2024,Karlang,16,50,14
1/18/2024,Cassava,18,18,20
1/17/2024,Gabi (bisol),30,35,20
1/17/2024,Kamote,17,30,17
1/17/2024,Karlang,16,40,14
1/17/2024,Cassava,18,18,20
1/16/2024,Gabi (bisol),30,35,20
1/16/2024,Kamote,17,30,20
1/16/2024,Karlang,16,40,18
1/16/2024,Cassava,18,18,20
1/15/2024,Gabi (bisol),30,70,20
1/15/2024,Kamote,17,30,20
1/15/2024,Karlang,16,40,18
1/15/2024,Cassava,18,18,20
1/14/2024,Gabi (bisol),30,35,20
1/14/2024,Kamote,17,30,18
1/14/2024,Karlang,16,40,20
1/14/2024,Cassava,18,18,14
1/13/2024,Gabi (bisol),30,35,20
1/13/2024,Kamote,17,30,18
1/13/2024,Karlang,16,40,20
1/13/2024,Cassava,18,18,14
1/12/2024,Gabi (bisol),30,70,20
1/12/2024,Kamote,17,35,18
1/12/2024,Karlang,16,50,20
1/12/2024,Cassava,18,18,14
1/11/2024,Gabi (bisol),30,70,20
1/11/2024,Kamote,17,30,18
1/11/2024,Karlang,16,40,15
1/11/2024,Cassava,18,18,14
1/10/2024,Gabi (bisol),30,70,20
1/10/2024,Kamote,17,30,18
1/10/2024,Karlang,16,40,15
1/10/2024,Cassava,18,18,14
1/9/2024,Gabi (bisol),30,70,20
1/9/2024,Kamote,17,30,18
1/9/2024,Karlang,16,40,15
1/9/2024,Cassava,18,18,14
1/8/2024,Gabi (bisol),30,70,20
1/8/2024,Kamote,17,30,18
1/8/2024,Karlang,16,40,15
1/8/2024,Cassava,18,18,14
1/7/2024,Gabi (bisol),30,70,20
1/7/2024,Kamote,17,30,18
1/7/2024,Karlang,16,40,15
1/7/2024,Cassava,18,18,14
1/6/2024,Gabi (bisol),30,70,20
1/6/2024,Kamote,17,30,18
1/6/2024,Karlang,16,40,15
1/6/2024,Cassava,18,18,14
1/5/2024,Gabi (bisol),30,70,20
1/5/2024,Kamote,17,30,18
1/5/2024,Karlang,16,40,15
1/5/2024,Cassava,18,18,14
1/4/2024,Gabi (bisol),30,70,20
1/4/2024,Kamote,17,30,18
1/4/2024,Karlang,16,40,15
1/4/2024,Cassava,18,18,14
1/3/2024,Gabi (bisol),30,70,20
1/3/2024,Kamote,17,30,18
1/3/2024,Karlang,16,40,15
1/3/2024,Cassava,18,18,14
1/2/2024,Gabi (bisol),30,70,20
1/2/2024,Kamote,17,30,18
1/2/2024,Karlang,16,40,15
1/2/2024,Cassava,18,18,14
1/1/2024,Gabi (bisol),30,70,20
1/1/2024,Kamote,17,30,18
1/1/2024,Karlang,16,40,15
1/1/2024,Cassava,18,18,14
12/31/2023,Gabi (bisol),30,70,20
12/31/2023,Kamote,17,35,18
12/31/2023,Karlang,16,50,15
12/31/2023,Cassava,18,18,14
12/30/2023,Gabi (bisol),30,70,20
12/30/2023,Kamote,17,35,20
12/30/2023,Karlang,16,50,14
12/30/2023,Cassava,18,18,14
12/29/2023,Gabi (bisol),30,70,20
12/29/2023,Kamote,17,35,20
12/29/2023,Karlang,16,50,14
12/29/2023,Cassava,18,18,14
12/28/2023,Gabi (bisol),30,70,20
12/28/2023,Kamote,17,35,20
12/28/2023,Karlang,16,50,14
12/28/2023,Cassava,18,18,14
12/27/2023,Gabi (bisol),30,70,20
12/27/2023,Kamote,17,35,20
12/27/2023,Karlang,16,50,14
12/27/2023,Cassava,18,18,14
12/26/2023,Gabi (bisol),30,70,20
12/26/2023,Kamote,17,35,20
12/26/2023,Karlang,16,50,14
12/26/2023,Cassava,18,18,14
12/25/2023,Gabi (bisol),30,70,20
12/25/2023,Kamote,17,35,20
12/25/2023,Karlang,16,50,14
12/25/2023,Cassava,18,18,14
12/24/2023,Gabi (bisol),30,70,20
12/24/2023,Kamote,17,35,20
12/24/2023,Karlang,16,50,14
12/24/2023,Cassava,18,18,14
12/23/2023,Gabi (bisol),30,70,20
12/23/2023,Kamote,17,35,20
12/23/2023,Karlang,16,50,14
12/23/2023,Cassava,18,18,14
12/22/2023,Gabi (bisol),30,70,20
12/22/2023,Kamote,17,35,20
12/22/2023,Karlang,16,50,14
12/22/2023,Cassava,18,18,14
12/21/2023,Gabi (bisol),30,70,20
12/21/2023,Kamote,17,35,20
12/21/2023,Karlang,16,50,14
12/21/2023,Cassava,18,18,14
12/20/2023,Gabi (bisol),30,70,20
12/20/2023,Kamote,17,35,20
12/20/2023,Karlang,16,50,14
12/20/2023,Cassava,18,18,14
12/19/2023,Gabi (bisol),30,70,20
12/19/2023,Kamote,17,35,20
12/19/2023,Karlang,16,50,14
12/19/2023,Cassava,18,18,14
12/18/2023,Gabi (bisol),30,70,20
12/18/2023,Kamote,17,35,20
12/18/2023,Karlang,16,50,14
12/18/2023,Cassava,18,18,14
12/17/2023,Gabi (bisol),30,70,20
12/17/2023,Kamote,17,35,20
12/17/2023,Karlang,16,50,14
12/17/2023,Cassava,18,18,14
12/16/2023,Gabi (bisol),30,70,20
12/16/2023,Kamote,17,35,20
12/16/2023,Karlang,16,50,14
12/16/2023,Cassava,18,18,14
12/15/2023,Gabi (bisol),30,70,20
12/15/2023,Kamote,17,35,20
12/15/2023,Karlang,16,50,14
12/15/2023,Cassava,18,18,14
12/14/2023,Gabi (bisol),30,50,20
12/14/2023,Kamote,25,30,20
12/14/2023,Karlang,25,40,14
12/14/2023,Cassava,20,15,14
12/13/2023,Gabi (bisol),30,35,20
12/13/2023,Kamote,17,45,20
12/13/2023,Karlang,16,18,14
12/13/2023,Cassava,18,60,14
12/12/2023,Gabi (bisol),30,35,20
12/12/2023,Kamote,17,40,20
12/12/2023,Karlang,16,18,14
12/12/2023,Cassava,18,60,14
12/11/2023,Gabi (bisol),30,35,20
12/11/2023,Kamote,25,40,20
12/11/2023,Karlang,25,18,14
12/11/2023,Cassava,20,60,14
12/10/2023,Gabi (bisol),30,35,20
12/10/2023,Kamote,17,40,20
12/10/2023,Karlang,16,18,14
12/10/2023,Cassava,18,60,14
12/9/2023,Gabi (bisol),30,35,20
12/9/2023,Kamote,17,40,20
12/9/2023,Karlang,16,18,14
12/9/2023,Cassava,18,60,14
12/8/2023,Gabi (bisol),30,35,20
12/8/2023,Kamote,17,40,20
12/8/2023,Karlang,16,35,14
12/8/2023,Cassava,18,18,14
12/7/2023,Gabi (bisol),30,60,20
12/7/2023,Kamote,24,20,20
12/7/2023,Karlang,20,20,14
12/7/2023,Cassava,18,18,14
12/6/2023,Gabi (bisol),30,60,20
12/6/2023,Kamote,24,20,20
12/6/2023,Karlang,20,20,30
12/6/2023,Cassava,18,18,14
12/5/2023,Gabi (bisol),30,60,20
12/5/2023,Kamote,24,20,20
12/5/2023,Karlang,20,20,30
12/5/2023,Cassava,18,18,14
12/4/2023,Gabi (bisol),30,60,20
12/4/2023,Kamote,24,20,20
12/4/2023,Karlang,20,20,30
12/4/2023,Cassava,18,18,14
12/3/2023,Gabi (bisol),30,60,20
12/3/2023,Kamote,24,20,20
12/3/2023,Karlang,20,20,30
12/3/2023,Cassava,18,18,14
12/2/2023,Gabi (bisol),30,60,20
12/2/2023,Kamote,24,20,20
12/2/2023,Karlang,20,20,30
12/2/2023,Cassava,18,18,14
12/1/2023,Gabi (bisol),30,60,20
12/1/2023,Kamote,24,20,20
12/1/2023,Karlang,20,20,30
12/1/2023,Cassava,18,18,14
11/30/2023,Gabi (bisol),30,60,20
11/30/2023,Kamote,24,24,20
11/30/2023,Karlang,20,20,14
11/30/2023,Cassava,18,18,18
11/29/2023,Gabi (bisol),30,60,20
11/29/2023,Kamote,24,20,20
11/29/2023,Karlang,20,20,14
11/29/2023,Cassava,18,18,18
11/28/2023,Gabi (bisol),30,45,20
11/28/2023,Kamote,24,18,20
11/28/2023,Karlang,20,60,14
11/28/2023,Cassava,18,35,18
11/27/2023,Gabi (bisol),30,47,20
